subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/manufacturer>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/wattage>||<http://schema.org/Product/weight>||<http://schema.org/Product/phone_carrier>||<http://schema.org/Product/processor_type>||<http://schema.org/Product/front_cam_resolution>||<http://schema.org/Product/memory>||<http://schema.org/Product/width>||<http://schema.org/Product/body_material>||<http://schema.org/Product/depth>||<http://schema.org/Product/brand>||<http://schema.org/Product/display_resolution>||<http://schema.org/Product/phone_type>||<http://schema.org/Product/height>||<http://schema.org/Product/product_type>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/computer_operating_system>||<http://schema.org/Product/display_size>||<http://schema.org/Product/color>||<http://schema.org/Product/dimensions>||<http://schema.org/Product/rear_cam_resolution>||<http://schema.org/Product/ram>||<http://schema.org/Product/product_code>||<http://schema.org/Product/mpn>||<http://schema.org/Product/url>||<http://schema.org/Product/modelnum>||
http://dws.products.wdc/noded682446b5ba8cc3ec95971d1af17d9c||ebay.com0.warc.nq.gz||||||||||||||8 mp||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android os, v6.0 (marshmallow)||||graphite||||12.3 mp||3gb||does not apply||does not apply||http://www.ebay.com/itm/new-google-nexus-6p-64gb-5-7in-4g-lte-factory-unlocked-graphite-h1511-/151967267484?hash=item2361f47a9c:g:-vkaaoswktlwldhy||||
http://dws.products.wdc/noded8b052b6ef72c8c58cc51ec0aa9458cf||ebay.com10.warc.nq.gz||||||2600mah||||||quad+quad core||||32gb||||||||samsung||||galaxy s6 edge||||smartphone||<http://schema.org/Product>||android||5.1 in||white pearl||||16 mp||3gb||8806086890342||sm-g925fzwfbtu||http://www.ebay.com/itm/excellent-samsung-galaxy-s6-edge-sm-g925f-latest-32gb-factory-unlocked-white-/331699768135?hash=item4d3ad8cb47:g:v~qaaosw7hrwoiuq||||
http://dws.products.wdc/nodeab50ebbf6379dc5727867dd0623b6191||ebay.com0.warc.nq.gz||||||1810mah||4.55 oz||||||||16gb||2.64 in.||||0.27 in||apple||1334x750||iphone 6||5.44 in||||<http://schema.org/Product>||||4.7 in||silver||||8 mp||||885909950669||mg4p2ll/a||http://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-smartphone-locked-/281902820601?hash=item41a2b7acf9:g:9rcaaoswzg9wjyty||||
http://dws.products.wdc/nodef356614f8ecfb8fd33bac8b24fd6e1||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||nillkin||||||||protector||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/free-shipping-nillkin-nexus-6p-hard-plastic-back-cover-frosted-case-with-gift-screen-protector-for/32561746707.html?ws_ab_test=searchweb201556_6%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=68aa926b-1c91-41d7-9a35-6cf6ac64aa34&_escaped_fragment_=||||
http://dws.products.wdc/node3e6fa7a32f5b269b375e5b428ca6f8||ebay.com0.warc.nq.gz||||||||||||||||||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||does not apply||http://www.ebay.com/itm/newest-2015-huawei-nexus-6p-h1511-4g-64g-silver-gsm-factory-unlocked-smartphone-/172079398394?var=&hash=item2810bb3dfa:m:m_mbgxvjl0hfmtenaj8wedw||||
http://dws.products.wdc/noded0dab2e61426a02de88ebe9b5a45ef78||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/for-huawei-nexus-6p-case-unique-and-3d-cartoon-custom-made-painted-back-cover-case-for/32517920313.html?ws_ab_test=searchweb201556_6%2csearchweb201644_3_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=2f0e7032-a88b-4995-ba33-8901f1ba224e&_escaped_fragment_=||||
http://dws.products.wdc/nodee04c1db5d9967d46789681621f975f18||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||diamond||||||||||||http://www.aliexpress.com/item/i6-6s-6-plus-fashion-bling-glitter-mirror-case-for-iphone-6-6s-for-iphone-6/32542067128.html?ws_ab_test=searchweb201556_1%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6450&btsid=a7bf469a-71a9-4a8d-b017-e3b04e4c1a64&_escaped_fragment_=||||
http://dws.products.wdc/node278d41a016ff2b4cb22f2f6485a94cd||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a8 chip with 64-bit architecture, embedded m8 motion coprocessor||||128gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6||7.0 millimetre||||<http://schema.org/Product>||ios 8||4.7 in||silver||||||1gb||||||http://www.tesco.com/direct/apple-iphone-6-128gb-ios8-silver/541-4275.prd?pagelevel=&skuid=541-4275||||
http://dws.products.wdc/node1363cfbf9c4b02f2355c55d1de7a||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||||||||||||does not apply||lg g4 h815||http://www.ebay.com/itm/lg-g4-h815-h815t-32gb-4g-lte-factory-unlocked-smartphone-brown-/400937009316?hash=item5d59b540a4:g:mywaaosw-vlvh4ay||||
http://dws.products.wdc/node48546e5ea98a114eb2161f5332988b11||walmart.com3.warc.nq.gz||||||||||unlocked||||||||||||||nokia||||lumia 520||||||<http://schema.org/Product>||windows phone||4 in||black||4.72 x 2.52 x 0.39 inches||5 mp||||||520 blk||http://www.walmart.com/ip/nokia-lumia-520-smartphone-unlocked/34743921?action=product_interest&action_type=title&item_id=34743921&placement_id=irs-2-b1&strategy=tic&visitor_id&category=&client_guid=f9a11567-9b36-49dc-9046-746b80de7230&customer_id_enc&config_id=2&parent_item_id=49299504&parent_anchor_item_id&guid=39e9d1c4-7f6c-4e21-806e-99d66be94d4f&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
http://dws.products.wdc/node7d27be9d7edf87ebe8b398547e6ce76||newegg.com0.warc.nq.gz||||||2600mah||4.66 oz||||exynos 7420||5 mp||64gb||||||||samsung||518 ppi||galaxy s6 edge||||||<http://schema.org/Product>||android v5.0.2 (lollipop)||5.1 in||black||5.59 x 2.76 x 0.28 in||16 mp||3gb||||g925a 64gb blk||http://www.newegg.com/product/product.aspx?item=n82e16875169137&cm_re=samsung_s6-_-75-169-137-_-product||||
http://dws.products.wdc/node25436a4ea54be2d7bbd27c58645f3d2||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||64gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s plus||7.0 millimetre||||<http://schema.org/Product>||ios 9||5.5 in||gold||||||n/a||||||http://www.tesco.com/direct/iphone-6s-plus-64gb-rose-gold/378-2010.prd?pagelevel=&skuid=378-2010||||
http://dws.products.wdc/node62197bae37bbda42716addde69dba698||newegg.com0.warc.nq.gz||||||2300 mah battery||||||quad-core||2.1 mp||32gb||||||||htc||1080 x 1920||one m7||||||<http://schema.org/Product>||android||4.7 in||silver||||||||||||http://www.newegg.com/product/product.aspx?item=9sia2kn2ca6621||||
http://dws.products.wdc/node6352378b457c8e2cf04a364c6a676185||walmart.com0.warc.nq.gz||||||||||verizon||||||16gb||||||||samsung||||galaxy s4||||||<http://schema.org/Product>||android||5 in||||5.38 x 2.75 x 0.31 in||13 mp||||||vzw-schi545kpp||http://www.walmart.com/ip/verizon-samsung-galaxy-s4-prepaid-smartphone/47090196||||
http://dws.products.wdc/node1478f321f6bd142ecf14b745eefe070||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||840076129928||||http://www.microcenter.com/product/0446950/corbin_wallet_folio_for_samsung_galaxy_s6_-_black||||
http://dws.products.wdc/node29104c8f8d30a783aab6d9fd9f87655||ebay.com0.warc.nq.gz||||||2600mah||5.64 oz||verizon||quad core||||32gb||2.78 in||||0.37 in||htc||1920 x 1080||one m8||5.76 in||||<http://schema.org/Product>||||5 in||gunmetal gray||||5 mp||||821793042189||htc6995lvw||http://www.ebay.com/itm/unlocked-verizon-htc-one-m8-gsm-4g-lte-world-windows-smartphone-pageplus-/221807135160?hash=item33a4bc49b8:g:yxcaaoswgq9vhzzw||||
http://dws.products.wdc/node2295d9baf9ae6e5a6a186abde946ed1||ebay.com3.warc.nq.gz||||||3000mah||5.45 oz||verizon||hexa core||||32gb||3 in||||0.39 in||lg||2560 x 1440 pixels||lg g4||5.86 in||smartphone||<http://schema.org/Product>||android||5.5 in||metallic gray||||16 mp||3gb||652810815772||||http://www.ebay.com/itm/brand-new-lg-g4-vs986-32gb-metallic-gray-unlocked-verizon-smartphone-/321923483492?hash=item4af4228764:g:2qiaaosweuxws4nv||||
http://dws.products.wdc/nodeb0a250aa66545a40bd1cc59f4fcaed1b||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||brown||||||||||lg g4 h815 leather brown 32gb||http://www.ebay.com/itm/open-box-lg-g4-h815-leather-brown-32gb-factory-unlocked-5-5-qhd-3gb-ram/191757245046?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33878%26meid%3db42322625e674a7ebc52ba54de48e441%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d261988961612&rt=nc||||
http://dws.products.wdc/node40a55960305a47b6dcc425e336fad9||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||android||4.7 in||silver||||4 mp||||4718487630431||m7||http://www.ebay.com/itm/excellent-unlocked-verizon-htc-one-m7-lte-32gb-silver-android-touchscreen-/121870640770?hash=item1c600e6682:m:mmtb7rzhls4yx5aya2hdoia||||
http://dws.products.wdc/node17b991d2c02b5f8df41bd9734fa733ef||ebay.com1.warc.nq.gz||||885909832774||||||||||||8gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||||||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-8gb-black-verizon-smartphone-clean-esn-imei-/272119022562?hash=item3f5b8ec3e2:g:z04aaoswiwvwslxl||||
http://dws.products.wdc/node11ae9b11c6c5de168331c08ff93993||ebay.com0.warc.nq.gz||||||||||||octa core||||64gb||||||||huawei||||huawei nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||12.3 mp||3gb||||h1511||http://www.ebay.com/itm/huawei-google-nexus-6p-h1511-64gb-factory-unlocked-4g-lte-android-smartphone/141870494075?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d0a5890af7c8149e4af7d5826f74aee80%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d141889947923&rt=nc||||
http://dws.products.wdc/nodee9affe60fbe185b64feb5811d2e43159||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||verizon||||||32gb||2.74 in||||0.38 in||htc||||m9||5.69 in||smartphone||<http://schema.org/Product>||||5 in||gunmetal gray||||20 mp||||||htc6535lvw||http://www.ebay.com/itm/works-perfect-htc-one-m9-32gb-gunmetal-gray-verizon-bad-esn-/151942943082?hash=item236081516a:m:mqylquzlwarpklemkxdyaeq||||
http://dws.products.wdc/node89f753a473d0f8126f23b65ff87af0cd||bjs.com0.warc.nq.gz||||||||0.12 lbs.||||||||||||||||||||||||cell phone case||<http://schema.org/Product>||||||turquoise||0.9 x 4.5 x 8.4 in||||||685387413027||||http://www.bjs.com/.product.3000000000000101613||gb40561||
http://dws.products.wdc/nodee56666dce88a09814c7eeec523c6273||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios - apple||||||||8 mp||||||does not apply||http://www.ebay.com/itm/apple-iphone-4s-16gb-gsm-factory-unlocked-smartphone-black-or-white-/141749824831?var=&hash=item2100f2ad3f:m:mjtamwyhwkw87ee76pcwnga||||
http://dws.products.wdc/nodeddfaf342e553eb3ed7c4d4b534ecb23||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||||||iphone 4s||||||<http://schema.org/Product>||||||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-verizon-16gb-free-shipping-/351645960119?hash=item51dfbb87b7:g:xhyaaoswktlwss6e||||
http://dws.products.wdc/nodeb6c9595ae428c281a15ee65e8e70614f||ebay.com0.warc.nq.gz||||||||||||hexa core||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||black||||16 mp||3gb||8806084985699||h815||http://www.ebay.com/itm/new-lg-g4-h815-leather-black-32gb-oem-factory-unlocked-5-5-16mp-8mp-front-face/191716602708?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33876%26meid%3da61b12d3d71e41fcae19277b98cfa4ba%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d261988959669&rt=nc||||
http://dws.products.wdc/node14398d69f9f5073b4df11d1a28e3bab||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||||||nexus 6p||||||<http://schema.org/Product>||||5.7 in||||||||3gb||||h1512||http://www.ebay.com/itm/huawei-nexus-6p-64gb-5-7-12mp-octa-core-3gb-graphite-android-phone-by-fedex-/221946076622?hash=item33ad045dce:g:ofkaaoswhq9wuehd||||
http://dws.products.wdc/nodee2ca12db22c16f6d7cc9c2d15ab||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||||||||||||||||m9||http://www.ebay.com/itm/new-htc-one-m9-32gb-unlocked-gsm-octa-core-20mp-camera-phone-all-colors-/222001870733?var=&hash=item33b057b78d:m:mpo1zu1ghvorpip2kkntd6g||||
http://dws.products.wdc/node87ebcc1caf751598c8adf792b50b5||ebay.com0.warc.nq.gz||||||1432mah||4.9 oz||||||||16gb||2.31 in||||0.37 in||apple||960 x 640 px||iphone 4s||4.5 in||||<http://schema.org/Product>||ios - apple||3.5 in||black||||8 mp||||||||http://www.ebay.com/itm/apple-iphone-4s-16gb-white-unlocked-smartphone-/321992063720?hash=item4af838fae8:g:~rsaaoswlnlwoena||||
http://dws.products.wdc/node215985ec743e336e6dda0ebccff5b||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||white||||||||||||http://www.tesco.com/direct/gear4-iphone-6-47-thinice-white-with-black-camera-ring-with-screenshield/209-4697.prd?pagelevel=&skuid=209-4697||||
http://dws.products.wdc/node6893a3e3dd4af1ebd560a9a9ef579738||ebay.com3.warc.nq.gz||||||||||verizon||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||||black||||16 mp||||does not apply||vs986||http://www.ebay.com/itm/new-lg-g4-vs986-32gb-gray-metallic-clear-esn-verizon-lte-unlocked-/111828326232?hash=item1a097cd758:g:j2aaaoswngjwtijn||||
http://dws.products.wdc/node69feaa2d60a7ff14737222581063f244||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||brown||||||||||lg g4 h815t leather brown 32gb||http://www.ebay.com/itm/open-box-lg-g4-h815t-leather-brown-32gb-factory-unlocked-5-5-qhd-3gb-ram-/191671036553?hash=item2ca07bea89:g:exqaaoswlvzv2rxs||||
http://dws.products.wdc/node46f5bab13fb893f74d159179925b33b||ebay.com0.warc.nq.gz||||||2840 mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||||<http://schema.org/Product>||android||5 in||gold on silver||||20.0mp||||400046320115||6729a||http://www.ebay.com/itm/mint-gold-silver-htc-one-m9-32gb-at-t-clean-imei-more/321988940286?_trksid=p2047675.c100012.m1985&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34862%26meid%3dd1ddf198be0f41c0addfe6ce002e10cf%26pid%3d100012%26rk%3d1%26rkt%3d10%26sd%3d121879448121||||
http://dws.products.wdc/node4e8634f8fb759f65b685de96a3f09b||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one max||||||<http://schema.org/Product>||||6 in||silver||||4 mp||2gb||0821793035860||htc6600lvw||http://www.ebay.com/itm/htc-one-max-6600-32gb-android-smartphone-verizon-cdma-factory-unlocked-gsm/161920325205?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33878%26meid%3dbd89cf45f06b4416a4359330f58dcf43%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d381510259658&rt=nc||||
http://dws.products.wdc/node10c7819e1cb4bea3ec9107df0dbc58a||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||rhinestone||||||||||<http://schema.org/Product>||||||fashion||||||||||||http://www.aliexpress.com/item/new-5s-luxury-rhinestone-plastic-frame-pu-leather-case-for-apple-iphone-5s-5-crystal-diamond/32213797887.html?ws_ab_test=searchweb201556_1%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6450&btsid=a7bf469a-71a9-4a8d-b017-e3b04e4c1a64&_escaped_fragment_=||||
http://dws.products.wdc/node85989761f03f89d478a9f776a8848d||shop.com9.warc.nq.gz||||||||||||||||64gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||||||platinum||||||||||g925f||http://www.shop.com/samsung+galaxy+s6+edge+sm+g925f+64gb+factory+unlocked+gold+platinum+g925f-1326559835-p+.xhtml||||
http://dws.products.wdc/node4ab64b5c132b79784a7eeaccf7411a5||shop.com9.warc.nq.gz||||||||||||||||32gb||||||||samsung||||galaxy s6 edge+||||||<http://schema.org/Product>||||||platinum||||||||||g928||http://www.shop.com/samsung+galaxy+s6+edge+plus+sm+g928g+32gb+gold+platinum+factory+unlocked+g928-1338104371-p+.xhtml||||
http://dws.products.wdc/node11d14387c08aa87e2e5a1f3c657032||samsclub.com0.warc.nq.gz||||||||||sprint||||||32gb||||||||samsung||||galaxy s6 edge+||||||<http://schema.org/Product>||||||sapphire||||||||||||http://www.samsclub.com/sams/galaxy-s6-edge-plus-sprint/prod19150244.ip?navaction=||||
http://dws.products.wdc/node1993bbe40fb2f9a5e279d45a5f16153||shop.com0.warc.nq.gz||||||||||||||||||||||||decalgirl||||sx10-cosflwr||||||<http://schema.org/Product>||||||||||||||dcgrl91191||||http://www.shop.com/decalgirl+sx10+cosflwr+decalgirl+sony+xperia+x10+mini+skin+cosmic+flower-920934358-p+.xhtml||||
http://dws.products.wdc/node60b6cd10e642a3d0701cb42c1f9b66c||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||||||||||||||||||http://www.ebay.com/itm/huawei-nexus-6p-4g-with-64gb-memory-unlocked-black-w-carbon-fiber-skin-/121884581209?hash=item1c60e31d59:g:884aaoswjb9wsocs||||
http://dws.products.wdc/node1218aa59223db7ad71a71d82578f14||ebay.com0.warc.nq.gz||||||||||||octa core||||32gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||androidupc 785307467465||5.1 in||gold||||16 mp||||||g925f-32gb-gold||http://www.ebay.com/itm/samsung-galaxy-s6-edge-sm-g925i-gold-factory-unlocked-5-1-qhd-32gb-3gb-ram-/191556585196?hash=item2c99a986ec:g:cyyaaoswpddvkyel||||
http://dws.products.wdc/node2960a953fa1699f8e52f2a942a988482||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||red||||||||||||http://www.tesco.com/direct/pro-tec-iphone-6-window-red/413-8310.prd?pagelevel=&skuid=413-8310||||
http://dws.products.wdc/node0f225b693af3a636e96933fb5591b3||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4||||||<http://schema.org/Product>||ios - apple||||black||||||||||mc603ll/a||http://www.ebay.com/itm/new-apple-iphone-4-16gb-black-factory-unlocked-gsm-smartphone-/301678608072?hash=item463d723ec8:g:fnqaaoswsfpwsndg||||
http://dws.products.wdc/node37588a58d8d1f9dfed92ea0b6ccaecf||tesco.com0.warc.nq.gz||||||1810||0.13 kilogram||||apple a8 dual-core with 64-bit architecture and m8 motion coprocessor||1.2 mp||128gb||6.7 centimetre||||0.69 centimetre||||||iphone 6||13.81 centimetre||||<http://schema.org/Product>||ios8||4.7 in||gold||||8 mp||1gb||||||http://www.tesco.com/direct/apple-iphone-6-128gb-ios8-gold/670-0661.prd?pagelevel=&skuid=670-0661||||
http://dws.products.wdc/node1d1e1f2ad1cac055964f55cc9412878b||flipkart.com8.warc.nq.gz||||||||||||||5 mp||64gb||||||||apple||retina display, 750 x 1334 pixels||iphone 6s||||||<http://schema.org/Product>||||4.7 in||16m||||12 mp||2gb,m||||||http://www.flipkart.com/apple-iphone-6s/p/itmebysg5kgxugfk?pid=mobeby3vtd7zhzqa&&storageselected=true&otracker=pp_mobile_storage||||
http://dws.products.wdc/node227ede528fd9fa9dfe9517905dfd8147||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||android||||silver||||||||||||http://www.ebay.com/itm/htc-one-m8-6525l-32gb-glacial-silver-unlocked-smartphone-/141889784589?hash=item21094a4b0d:g:syyaaoswx~dwqpan||||
http://dws.products.wdc/node9d178876828f2d5640ff1c9e83ab3d||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||||||||||||h815 32gb||http://www.ebay.com/itm/new-lg-g4-h815-32gb-unlocked-gsm-hexa-core-android-5-1-phone-leather-/252006219355?var=&hash=item3aacbdbe5b:m:mjcewa-3piaasmkfvtbbreq||||
http://dws.products.wdc/node367b9570872c119b2a6a9d68086686e||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||gold, black||||||||840076108411||||http://www.microcenter.com/product/443338/dualpro_shine_for_iphone_6_-_gold-black||||
http://dws.products.wdc/node4947628d3fcf1c2326c799dd919fd5bd||aliexpress.com0.warc.nq.gz||||||||||||quad-core , qualcomm msm8994 snapdragon 810||4 mp||32gb||||||||||1920x1080px||one m9||||||<http://schema.org/Product>||android 5.0 os||5 in||||||20 mp||3gb||||||http://www.aliexpress.com/item/original-htc-one-m9-octa-core-wcdma-3g-smart-cell-phone-3gb-ram-32gb-rom-20/32565589730.html?ws_ab_test=searchweb201556_1%2csearchweb201644_1_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_2%2csearchweb1451318400_-1%2csearchweb1451318411_6448&btsid=96275553-3f38-49e6-96ec-c0fe0b1df91d&_escaped_fragment_=||||
http://dws.products.wdc/node32512fbe41615e87cb3546da0815712||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||64gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s plus||7.0 millimetre||||<http://schema.org/Product>||ios 9||5.5 in||grey||||||n/a||||||http://www.tesco.com/direct/iphone-6s-plus-64gb-space-grey/656-1188.prd?pagelevel=&skuid=656-1188||||
http://dws.products.wdc/nodeccfc63a593a7aebdce5d58cc9e7bf79||bestbuy.com0.warc.nq.gz||||||||||||||||||||||||fosmon||||||||||<http://schema.org/Product>||||||pink||||||||||||http://www.bestbuy.com/site/fosmon-stylish-bedazzled-slim-fit-dual-layer-hybrid-protective-case-cover-for-google-huawei-nexus-6p-hot-pink/1314388433.p?id=mp1314388433&skuid=1314388433||||
http://dws.products.wdc/node4c8183d772f1412e5db30c18f31b7c||ebay.com0.warc.nq.gz||||||||155||||dual-core||||32gb||||||||lg||1440 x 2560 pixels||g4||||||<http://schema.org/Product>||android||5.5 in||black||148.9 x 76.1 x 6.3 - 9.8 mm||||||||||http://www.ebay.com/itm/genuine-lg-g4-32gb-4g-lte-h815-leather-black-unlocked-/271884235390?hash=item3f4d90327e:g:kuoaaosw3ydvkgma||||
