"birthdate","deathdate","gender","label","work","subject_id"
"1737-01-19","1814-01-21","male","Henri Bernardin de Saint-Pierre","Arcadie.	 Saint-Pierre, Bernardin de,	 Etudes de la nature.	 Chaumière indienne	 Etudes de la nature	 Paul et Virginie	 Café du surate.	 Voyage à l'isle de France","http://viaf.org/viaf/59088938"
"1887","1950-01-01","male","Jaime de Angulo","Jaime de Angulo library	 Indians in overalls	 Indian tales","http://viaf.org/viaf/17244350"
"1980-09-03","","male","Jamie Linden","","http://viaf.org/viaf/46569847"
"1848-01-24","1929-03-26","male","Jan Kubisz","","http://viaf.org/viaf/121307885"
"1765","1864","male","Jean-Joseph Chapuis","","http://viaf.org/viaf/96033269"
"1753-11-30","1838-03-06","male","Armand Charlemagne","Les voyageurs","http://viaf.org/viaf/22250798"
"1946-05-08","","male","Jeffry D. Wert","","http://viaf.org/viaf/28625141"
"1938-07-08","2006-10-10","male","Jerry Belson","Surrender","http://viaf.org/viaf/87259139"
"1772-09-09","1847-11-08","male","Joakim Vujic","","http://viaf.org/viaf/8901738"
"1860-10-10","1911-12-20","","Joan Maragall","Maragall, Joan,	 El comte Arnau	 Maragall, Joan	 Poesía","http://viaf.org/viaf/4939902"
"1953","","female","Joanne Bertin","Dragon and phoenix	 Last dragonlord","http://viaf.org/viaf/50114053"
"1897-09-09","1940-09-13","male","John Brooks Wheelwright","Poems","http://viaf.org/viaf/77658887"
"1898-10-08","1966-08-05","male","John Cairney","","http://viaf.org/viaf/63730468"
"1961-07-06","","male","Jonas Jonasson","Hundraåringen som klev ut genom fönstret och försvann	 Mördar-Anders och hans vänner : (samt en och annan ovän)	 Jonasson, Jonas	 Analfabeten som kunde räkna","http://viaf.org/viaf/102567073"
"1969-10-14","","male","Jonathan Wright","God's soldiers","http://viaf.org/viaf/118941062"
"1891-11-14","1973-12-14","male","Josef Magnus Wehner","Wehner, Josef Magnus	 Kondottiers gottes","http://viaf.org/viaf/49997722"
"1944-02-11","","female","Joy Williams","Breaking and entering	 Escapes : stories	 Visiting privilege	 Short stories.	 State of grace	 Changeling	 Quick and the dead	 Ninety-nine stories of God","http://viaf.org/viaf/17855227"
"1914-08-02","2006-10-30","male","Kinoshita, Junji","Kinoshita, Junji,	 Kami to hito to no aida.	 Yūzuru	 Kani mukashi	 子午線の祀り","http://viaf.org/viaf/108207050"
"1955-06-28","2008-11-21","male","Jón Sveinbjørn Jónsson","Rein rømmer	 Da Per så mister Baff","http://viaf.org/viaf/296430598"
"1904-11-26","2011-06-29","male","K. D. Sethna","Some talks at Pondicherry	 Sethna, K. D.","http://viaf.org/viaf/34470018"
"1964","","female","Katie MacAlister","Noble intentions	 Love in the time of dragons : a novel of the light dragons	 Trouble with harry	 Noble destiny	 Importance of being alice	 Steamed : a steampunk romance	 MacAlister, Katie.","http://viaf.org/viaf/85755941"
"1908-11-20","1991-12-18","female","Katja Špur","","http://viaf.org/viaf/297589971"
"1953-07-19","","male","Ken'ichi Yamakawa","","http://viaf.org/viaf/93789802"
"1924-02-14","","female","Kirsi Kunnas","Aikamme aapinen","http://viaf.org/viaf/54016981"
"1969-12-18","","male","Kurt Sonnenfeld","","http://viaf.org/viaf/295351922"
"1945-07-22","","male","Lee Siegel","","http://viaf.org/viaf/17238246"
"1828-09-09","1910-11-20","male","Lev Tolstoj","Cholstomer	 Tołstoj, Lew	 Tolstoy, Leo,	 Tolstoj	 Anna Karenina	 Detstvo	 Vojna i mir","http://viaf.org/viaf/96987389"
"1885-11-27","1944-09-01","male","Liviu Rebreanu","Ciuleandra	 Ion	 Adam și Eva	 Răscoala	 Pădurea spânzuraților","http://viaf.org/viaf/61584924"
"1781-01-26","1831-01-21","male","Ludwig Achim Arnim","Der tolle Invalide auf dem Fort Ratonneau	 Erzählungen von Schauspielen	 Die Kronenwächter 2	 Isabella von Ägypten	 Arnim, Achim von	 Arnim	 Arnim, Achim von (1781-1831).	 Gedichte","http://viaf.org/viaf/100175755"
"1867-01-21","1921-08-26","male","Ludwig Thoma","Briefwechsel eines bayrischen Landtagsabgeordneten	 Thoma, Ludwig	 Jozef Filsers Briefwexel	 Moral	 Münchner im himmel	 Der heilige Hies	 Der Ruepp","http://viaf.org/viaf/71406093"
"1898-08-08","1973-08-05","male","Mark Levi","Roman s kokainom","http://viaf.org/viaf/61540706"
"1892-11-01","1971-09-03","female","Mabel Leigh Hunt","Ladycake Farm","http://viaf.org/viaf/25699965"
"1917-10-17","1971-07-14","male","Mehmedalija Mak Dizdar","Kameni spavac	 Poems.	 Dizdar, Mak.","http://viaf.org/viaf/50426"
"1972-07-24","","female","Mallika Chopra","100 questions from my child	 Living with intent : my somewhat messy journey to purpose, peace, and joy	 100 promises to my baby","http://viaf.org/viaf/85704418"
"1956-05-03","","male","Marco Paolini","Shake 3","http://viaf.org/viaf/90399490"
"","","","Mario Trejo","","http://viaf.org/viaf/283203011"
"1962-06-24","","male","Mark Ford","Poems.	 Raymond Roussel and the republic of dreams","http://viaf.org/viaf/114293782"
"1869-06-26","1954-06-01","male","Martin Andersen Nexø","Lotterisvensken	 Bornholmernoveller	 Ditte menneskebarn	 Under aaben himmel	 Tomme pladsers passagerer	 Ungdom og andre fortællinger	 Dryss : roman	 Pelle erobreren : roman	 Familien Frank	 Andersen Nexø, Martin","http://viaf.org/viaf/42041948"
"1809-06-22","1898-01-12","female","Mary Clarke-Cowden","","http://viaf.org/viaf/40566311"
"1970-02-17","","male","Michael S Alexander","","http://viaf.org/viaf/38848366"
"1953-05-25","","male","Michael Collier","Poems.","http://viaf.org/viaf/261106286"
"1965-05-01","","male","Michael Karam","","http://viaf.org/viaf/56138126"
"1893-10-26","1977-11-30","male","Miloš Crnanski","Gde živi najsrećnija žena Jugoslavije	 Roman o Londonu	 Itaka i komentari	 Knjiga o Mikelanđelu	 Kod hiperborejaca	 Dnevnik o Čarnojeviću : roman	 Lament nad Beogradom	 Seobe	 Kap španske krvi	 Belgrade","http://viaf.org/viaf/111606217"
"1812-07-12","1878-03-10","male","Mirza Féth-Ali Akhondzadè","Komedii̐alar	 Maktūbāt-i Mīrzā Fatḥ-ʻAlī Āḫundzāda	 Temsilat	 Pushkinin ȯlu̇mu̇nă Shărg poemasy.","http://viaf.org/viaf/180320264"
"1881-09-16","1908-10-28","male","Micheál Breathnach","Breathnach, Micheál,","http://viaf.org/viaf/103482637"
"1937-07-07","","female","Nanami Shiono","ローマは一日にして成らず	 パクス・ロマーナ	 チェサレ ホルシアあるいは优雅なる冷酷	 ロ-ドス島攻防記	 ルネサンスの女たち	 イタリアからの手紙	 ハンニバル戦記	 サイレント・マイノリティ	 Repanto no kaisen	 コンスタンティノープルの陥落","http://viaf.org/viaf/30974387"
"1968-01-24","","female","Masaru Katori","","http://viaf.org/viaf/256883560"
"1883-02-20","1971-10-21","male","Shiga Naoya","暗夜行路	 志賀直哉集	 Wakai	 Anʼya kōro.","http://viaf.org/viaf/54173830"
"1856","1918","female","Nigâr bint Osman","","http://viaf.org/viaf/25009725"
"1935-11-13","","male","Norman Bogner","California dreamers	 Madonna complex	 Honor thy wife	 To die in Provence	 Seventh Avenue	 Divorce","http://viaf.org/viaf/54673923"
"1922-04-08","2011-07-08","male","Norman Hampson","Life and opinions of maximilien robespierre	 Enlightenment	 Saint-Just	 First european revolution, 1776-1815	 Social history of the french revolution	 Danton","http://viaf.org/viaf/71392097"
"1850-02-20","1931-06-29","male","Nérée Beauchemin","Cloche de Louisbourg","http://viaf.org/viaf/33110303"
"1903-07-03","1987","male","Morchard Bishop","","http://viaf.org/viaf/92668019"
"1874-02-15","1956-02-28","male","Paolo Buzzi","","http://viaf.org/viaf/44407518"
"1904-10-21","1967-12-01","male","Patrick Kavanagh","Kavanagh, Patrick	 Kavanagh, Patrick,	 Green fool	 Tarry Flynn	 Poems.","http://viaf.org/viaf/66495112"
"1816-04-01","1869-05-18","male","Peter Cunningham","Handbook of London","http://viaf.org/viaf/12297712"
"1951-12-20","","male","Peter May","Coffin Road	 The chessmen	 Freeze frame	 The Blackhouse	 Blacklight blue	 Entry Island	 Lewis man	 Fourth sacrifice	 Critic	 Runaway","http://viaf.org/viaf/116145283"
"1950","","male","Peter Wells","","http://viaf.org/viaf/75038288"
"1924-11-24","2005-03-28","male","Raffaello Baldini","Carta canta	 Furistìr	 La nàiva","http://viaf.org/viaf/79118461"
"1907-06-14","1988-02-19","male","René Char","Commune présence	 Char, René	 Poèmes de René Char	 Char, René (1907-1988).	 La Parole en archipel	 Char	 Recherche de la base et du sommet	 Le nu perdu et autres poèmes, 1964-1975","http://viaf.org/viaf/24599383"
"1959-06-20","","male","Robert B. Weide","","http://viaf.org/viaf/289757177"
"1889-09-15","1945-11-21","male","Robert Benchley","Benchley roundup","http://viaf.org/viaf/24597713"
"1868-10-29","1930-01-13","male","Robert Crawford","","http://viaf.org/viaf/94761161"
"1955-12-13","","male","Robert Ellsberg","Saints' guide to happiness : practical lessons in the life of the spirit","http://viaf.org/viaf/94905587"
"1917-07-24","2005-04-23","male","Robert Farnon","À la claire fontaine	 Captain Horatio Hornblower.	 Rhapsody,","http://viaf.org/viaf/49407867"
"1930","1988","male","Robert Hatch McNeal","","http://viaf.org/viaf/105872012"
"1886-09-21","1966-12-22","male","Robert  Hopkins","","http://viaf.org/viaf/143502639"
"1903-11-08","2000-04-12","male","R. M. Lockley","Private life of the rabbit	 Seal-woman","http://viaf.org/viaf/32488874"
"1929-06-12","1943-12-00","female","Rutka Laskier","Laskier, Rutka	 Pamie̜tnik Rutki Laskier","http://viaf.org/viaf/10175849"
"1932-12-19","2006-03-29","male","Salvador Elizondo","Elizondo	 Farabeuf : la crónica de un instante	 Hipogeo secreto	 Elizondo, Salvador,	 Farabeuf","http://viaf.org/viaf/112223290"
"1950-08-26","","","Steinunn Sigurðardóttir","Steinunn Sigurðardóttir	 Hundrað dyr í golunni	 Jöklaleikhúsið	 Sólskinshestur	 Tímaþjófurinn	 Ástarljóð af landi	 Hjartastaður	 Ástin fiskanna	 Góði elskhuginn","http://viaf.org/viaf/68988821"
"1903-11-15","1984-03-03","female","Tatsuko","","http://viaf.org/viaf/98490637"
"1958","2002","male","Teodor Keko","Keko, Teodor.","http://viaf.org/viaf/204995357"
"1947-05-10","","male","Thomas Tessier","Nightwalker	 Fog heart	 Finishing touches	 Phantom","http://viaf.org/viaf/68952716"
"1931-04-07","2013-01-14","male","Anthony Conran","","http://viaf.org/viaf/61704602"
"1924-11-03","2013-09-29","female","Toyoko Yamazaki","二つの祖国	 しぶちん	 Fumochitai	 ぼんち	 Futatsu no sokoku	 女系家族	 花のれん	 华麗なる一族	 白い巨塔	 女の勲章","http://viaf.org/viaf/45621538"
"1929-07-25","1974-10-02","male","Vasiliï Makarovich Shukshin","Besedy pri i︠a︡snoĭ lune : rasskazy	 Характеры : рассказы	 Ia prishiol dat' vam voliu roman	 Do tret'ich petuchov	 Lûbaviny : roman	 Rasskazy	 Shukshin, Vasiliĭ,	 Kalina krasnaâ (film)	 Šukšin, Vasilij Makarovič	 Калина красная","http://viaf.org/viaf/29647630"
"1824-08-18","1900-05-20","","André Léo","Guerre sociale","http://viaf.org/viaf/56653702"
"1894-08-17","1994-07-19","male","Victor Barbeau","","http://viaf.org/viaf/100193815"
"1802-11-29","1827-11-18","male","Wilhelm Hauff","Kalt Herz.	 Geschichte von dem kleinen muck	 Lichtenstein	 Hauff, Wilhelm	 Märchen	 Mitteilungen aus den Memoiren des Satan	 Wirtshaus im spessart	 Die Bettlerin Vom Pont Des Arts	 Werke	 Die Karawane","http://viaf.org/viaf/9931960"
"1936-04-07","2006-07-10","male","Wilhelm Przeczek","Kazinkowe granie","http://viaf.org/viaf/74933219"
"1914-09-21","2002-04-11","male","William Brandon","","http://viaf.org/viaf/70174541"
"1593","1684","male","William Stafford","","http://viaf.org/viaf/56497707"
"1914-01-17","1993-08-28","male","William Stafford","Stafford, William,","http://viaf.org/viaf/110362789"
"1871-11-10","1947-03-12","male","Winston Churchill","","http://viaf.org/viaf/90630241"
"1965","","male","Yishai Śarid","טרף קל","http://viaf.org/viaf/7230578"
"1963-08-24","","female","Yrsa Sigurðardóttir","Yrsa Sigurðardóttir	 Sér grefur gröf	 Auðnin	 Aska	 Brakið	 DNA	 Ég man þig	 Kuldi	 Lygi","http://viaf.org/viaf/55301603"
"1910-12-19","1997-02-19","male","Yutaka Haniya","Haniya, Yutaka	 Haniya, Yutaka,	 Yami no naka no kuroi uma","http://viaf.org/viaf/108226811"
"1941-06-26","","male","Yves Beauchemin","Second violon	 Antoine Et Alfred	 Saut dans le vide	 Empocheurs : roman	 Charles le téméraire : roman	 Matou : roman	 Juliette Pomerleau","http://viaf.org/viaf/85357017"
"1940-10-21","","female","Zee Edgell","Beka Lamb","http://viaf.org/viaf/64660425"
"1884-11-10","1954-12-17","female","Zofia Nałkowska","Nałkowska, Zofia	 Granica	 Romans Teresy Hennert	 Niecierpliwi	 Choucas.	 Kobiety","http://viaf.org/viaf/9864108"
"1885-02-16","1972-08-23","female","Sofija Dembovskytė Römerienė","","http://viaf.org/viaf/73734142"
"1928-07-26","","female","Pu Zong","Zong, Pu.	 Sanshengshi	 Ye hu lu yin","http://viaf.org/viaf/19755431"
"1916-12-01","1982-04-14","female","Adrien Stoutenburg","Snowshoe Thompson	 Good-by, Cinderella","http://viaf.org/viaf/5449392"
"1928-09-20","2007-08-27","male","Alberto de Lacerda","","http://viaf.org/viaf/56631238"
"1949-07-12","","female","Anne B. Hendershott","","http://viaf.org/viaf/74002844"
"1912-02-13","1938-12-03","female","Antonia Pozzi","Pozzi, Antonia,	 Parole	 Correspondence.","http://viaf.org/viaf/49261186"
"1874-02-26","1950-09-13","male","Arthur Stringer","Night Hawk. A novel","http://viaf.org/viaf/42715135"
"1909-01-12","1987-01-22","","Barbro Alving","","http://viaf.org/viaf/17315164"
"1937-03-18","","female","Barbro Lindgren","Max boll	 Mamman och den vilda bebin.	 Lindgren, Barbro.	 Loranga Loranga	 Max kaka	 Sagan om den lilla farbrorn	 Max dockvagn	 Max potta","http://viaf.org/viaf/46733274"
"1926-07-26","2016-07-18","female","Bloeme Evers-Emden","","http://viaf.org/viaf/19839339"
"1864-10-08","1938-01-19","male","Branislav Nušić","Nušić, Branislav Đ.,	 Pripovetke jednog kaplara ; Ramazanske večeri	 Nušić, Branislav(1864-1938).	 Devetsto petnaesta	 Gospodja ministarka.	 Sumnjivo lice	 Hajduci","http://viaf.org/viaf/73889774"
"1962-12-26","","male","Charles Barber","","http://viaf.org/viaf/19067952"
"1922-03-15","1994-11-05","male","Christian Christensen","Frihet for Ukraina","http://viaf.org/viaf/32064246"
"1902-08-10","2000-09-02","male","Curt Siodmak","Hauser's memory	 Donovan's brain	 Siodmak, Curt,	 City in the sky	 Black Friday	 Even a man who is pure in heart	 Third ear	 F.P. 1 antwortet nicht","http://viaf.org/viaf/69015057"
"1876-10-04","1954-12-18","male","Dhani Ram Chatrik","Chatrik, Dhani Ram,","http://viaf.org/viaf/35766333"
"1924-10-04","2012-07-11","male","Donald J. Sobol","Encyclopedia Brown and the case of the midnight visitor	 Encyclopedia Brown books	 Encyclopedia Brown, boy detective","http://viaf.org/viaf/109932076"
"1954-03-26","2008-12-10","female","Dorothy Porter","Akhenaten	 What a piece of work	 Monkey's mask","http://viaf.org/viaf/68083679"
"1921-01-12","2008-02-26","female","Elizabeth Harrison","Made for each other	 Doctor called caroline	 Faithful type","http://viaf.org/viaf/148532241"
"1914-10-27","2009-01-10","female","Eluned Phillips","","http://viaf.org/viaf/66258325"
"1933-04-16","2012-10-15","male","Erol Günaydın","","http://viaf.org/viaf/253427429"
"1936-01-01","","male","Erol Toy","Toy, Erol.","http://viaf.org/viaf/44349506"
"1930-02-08","2011-01-03","female","Eva Strittmatter","Brüderchen Vierbein","http://viaf.org/viaf/98241734"
"1917-05-09","2013-03-27","","Fay Kanin","""His and hers;""","http://viaf.org/viaf/46968129"
"1953-11-18","","female","France Daigle","Petites difficultés d'existence : roman	 Pour Sur	 La vraie vie	 Fin passage : roman	 1953 : chronique d'une naissance annoncée","http://viaf.org/viaf/79048592"
"1964-01-14","","male","George Lane","Mind games","http://viaf.org/viaf/2423475"
"1908-10-12","1973-04-04","male","Gösta Knutsson","Knutsson, Gösta,	 Knutsson, Gösta	 Nalle Lufs.","http://viaf.org/viaf/29628818"
"1958","","male","Hans Dieter Aigner","","http://viaf.org/viaf/876913"
"1960-02-06","2005-11-07","male","Harry Thompson","This thing of darkness	 Tintin : Hergʹe and his creation	 Man in the iron mask : a historical detective investigation","http://viaf.org/viaf/100841902"
"1954-03-27","","male","Hemaṃta Jośī","","http://viaf.org/viaf/65606636"
"1848-01-06","1876-06-01","male","Hristo Botev","Works.	 Botev, Khristo,","http://viaf.org/viaf/88042671"
"1898-09-29","1923-06-18","male","Hristo Smirnenski","Да бъде ден	 Prose works.	 Smirnenski, Khristo,","http://viaf.org/viaf/66622023"
"1897-01-06","1954-02-03","male","Ionel Teodoreanu","Lorelei	 La Medeleni	 Bal mascat	 La Medeleni.","http://viaf.org/viaf/64021002"
"1901-02-27","1982-10-19","male","Iorwerth Cyfeiliog Peate","","http://viaf.org/viaf/62427919"
"1944-02-26","","male","James Fleming","","http://viaf.org/viaf/164065633"
"1954-05-01","2011-06-02","male","Joel Rosenberg","Murder in LaMut	 Sword and the chain	 Warrior lives	 The Sleeping Dragon	 Not for glory","http://viaf.org/viaf/3414403"
"1912-05-27","1982-06-18","male","John Cheever","Oh what a paradise it seems	 Falconer	 Cheever, John.	 Wapshot scandal	 Short stories.	 The Whapshot chronicle	 Enormous radio : and other stories	 Wapshot chronicle	 Bullet Park	 Five-forty-eight","http://viaf.org/viaf/2468135"
"1876-05-19","1962-05-25","male","Julio Dantas","Ceia dos cardeais	 Sóror Mariana : peça em I acto","http://viaf.org/viaf/3577187"
"1967-07-20","","female","Karoline Leach","In the shadow of the dreamchild : the myth and reality of Lewis Carroll","http://viaf.org/viaf/64170807"
"1942-05-22","","male","Kieran Egan","Imagination in teaching and learning : the middle school years	 Teaching as story telling : an alternative approach to teaching and curriculum in the elementary school	 Primary understanding : education in early childhood	 Educated mind : how cognitive tools shape our understanding","http://viaf.org/viaf/108835144"
